Sample	stress	rpkm_sum	Sample Title	Cultivar	Variety	Variety2	Variety3	Type	Preparation	Preparation2	spoilage	inoculation_fortification	Fermentation (days)	Fermentation_class	Group	pH	conc_NaCl	g_L_lactic_acid
O348	temperature	543099.0125	C52	Konservolia	Konservolia	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Olymp Konstantopoulos s.a	4.05	117.0711811	8.5595
O349	bile salt	521.2654483	C59	Kalamata	Kalamata	Kalamata	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Olymp Konstantopoulos s.a	3.913	101.8169305	5.779915
O349	osmosis	107999.388	C59	Kalamata	Kalamata	Kalamata	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Olymp Konstantopoulos s.a	3.913	101.8169305	5.779915
O349	pH	395384.7746	C59	Kalamata	Kalamata	Kalamata	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Olymp Konstantopoulos s.a	3.913	101.8169305	5.779915
O349	temperature	555930.4535	C59	Kalamata	Kalamata	Kalamata	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Olymp Konstantopoulos s.a	3.913	101.8169305	5.779915
O35	bile salt	0	C23	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	6.888	65.79456198	1.03615
O35	osmosis	85624.3923	C23	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	6.888	65.79456198	1.03615
O35	pH	36739.53361	C23	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	6.888	65.79456198	1.03615
O35	temperature	1411521.04	C23	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	6.888	65.79456198	1.03615
O350	bile salt	105.2750137	FLC5	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	6.4	33.5196905	0.94
O350	osmosis	94215.54446	FLC5	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	6.4	33.5196905	0.94
O350	pH	430958.4147	FLC5	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	6.4	33.5196905	0.94
O350	temperature	502115.2363	FLC5	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Nocellara del Belice	Green olives	Specialties	Specialties	None	None	0	before fermentation	Castelvetrano	6.4	33.5196905	0.94
O351	bile salt	358.1751026	C47	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Olymp Konstantopoulos s.a	3.867	157.5614613	6.311505
O351	osmosis	96551.51213	C47	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Olymp Konstantopoulos s.a	3.867	157.5614613	6.311505
O351	pH	434341.249	C47	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Olymp Konstantopoulos s.a	3.867	157.5614613	6.311505
O351	temperature	504966.1266	C47	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Olymp Konstantopoulos s.a	3.867	157.5614613	6.311505
O352	bile salt	35069.77622	C46	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Olymp Konstantopoulos s.a	3.781	109.6654942	4.91946
O352	osmosis	224464.0376	C46	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Olymp Konstantopoulos s.a	3.781	109.6654942	4.91946
O352	pH	316100.5884	C46	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Olymp Konstantopoulos s.a	3.781	109.6654942	4.91946
O352	temperature	628909.6218	C46	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Olymp Konstantopoulos s.a	3.781	109.6654942	4.91946
O353	bile salt	97610.92844	C18	Aitana	Aitana	Others	Others	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.187	76.10268859	21.52489
O353	osmosis	176802.7978	C18	Aitana	Aitana	Others	Others	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.187	76.10268859	21.52489
O353	pH	308031.7162	C18	Aitana	Aitana	Others	Others	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.187	76.10268859	21.52489
O353	temperature	607275.3451	C18	Aitana	Aitana	Others	Others	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.187	76.10268859	21.52489
O354	bile salt	94.78570788	C13	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Natural olives	Natural olives	None	None	180	170 < days ≤ 240	Oleificio Bios	4.519	109.9917217	4.04549
O354	osmosis	86418.70053	C13	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Natural olives	Natural olives	None	None	180	170 < days ≤ 240	Oleificio Bios	4.519	109.9917217	4.04549
O354	pH	444956.779	C13	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Natural olives	Natural olives	None	None	180	170 < days ≤ 240	Oleificio Bios	4.519	109.9917217	4.04549
O354	temperature	510141.9646	C13	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Natural olives	Natural olives	None	None	180	170 < days ≤ 240	Oleificio Bios	4.519	109.9917217	4.04549
O355	bile salt	59969.2501	C48	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Olymp Konstantopoulos s.a	3.79	75.6519279	5.2258
O355	osmosis	213655.7983	C48	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Olymp Konstantopoulos s.a	3.79	75.6519279	5.2258
O355	pH	331316.2021	C48	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Olymp Konstantopoulos s.a	3.79	75.6519279	5.2258
O355	temperature	569618.0866	C48	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	90	days ≤ 170	Olymp Konstantopoulos s.a	3.79	75.6519279	5.2258
O356	bile salt	38841.98842	C22	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.365	30.57524882	3.6941
O356	osmosis	139373.3911	C22	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.365	30.57524882	3.6941
O356	pH	318234.7962	C22	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.365	30.57524882	3.6941
O356	temperature	546669.8468	C22	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.365	30.57524882	3.6941
O357	bile salt	46227.11673	C24	Amfissa nere	Amfissa nere	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.274	113.6449129	3.347215
O357	osmosis	167226.3701	C24	Amfissa nere	Amfissa nere	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.274	113.6449129	3.347215
O357	pH	314200.8301	C24	Amfissa nere	Amfissa nere	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.274	113.6449129	3.347215
O357	temperature	712198.2694	C24	Amfissa nere	Amfissa nere	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.274	113.6449129	3.347215
O358	bile salt	83.31956172	C17	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.226	92.03647991	5.212285
O358	osmosis	72156.0876	C17	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.226	92.03647991	5.212285
O358	pH	108854.3245	C17	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.226	92.03647991	5.212285
O358	temperature	1183190.744	C17	Termite di Bitetto	Termite di Bitetto	Others	Others	Green olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	4.226	92.03647991	5.212285
O359	bile salt	73587.84265	C11	Ascolana del Piceno	Ascolana del Piceno DOP	Others	Others	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Coop.va Case rosse scarl	4.559	77.24137568	4.9555
O359	osmosis	176573.2799	C11	Ascolana del Piceno	Ascolana del Piceno DOP	Others	Others	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Coop.va Case rosse scarl	4.559	77.24137568	4.9555
O359	pH	320297.68	C11	Ascolana del Piceno	Ascolana del Piceno DOP	Others	Others	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Coop.va Case rosse scarl	4.559	77.24137568	4.9555
O359	temperature	648256.2465	C11	Ascolana del Piceno	Ascolana del Piceno DOP	Others	Others	Green olives	Alkali treated olives	Alkali treated olives	None	None	30	days ≤ 170	Coop.va Case rosse scarl	4.559	77.24137568	4.9555
O36	bile salt	39672.68669	M29	Hojiblanca	Hojiblanca	Others	Others	Green olives	Olives darkened by oxidation	Others	None	None	180	170 < days ≤ 240	Spagna2	3.93	33.23	15.17
O36	osmosis	144244.3297	M29	Hojiblanca	Hojiblanca	Others	Others	Green olives	Olives darkened by oxidation	Others	None	None	180	170 < days ≤ 240	Spagna2	3.93	33.23	15.17
O36	pH	311731.3135	M29	Hojiblanca	Hojiblanca	Others	Others	Green olives	Olives darkened by oxidation	Others	None	None	180	170 < days ≤ 240	Spagna2	3.93	33.23	15.17
O36	temperature	783684.349	M29	Hojiblanca	Hojiblanca	Others	Others	Green olives	Olives darkened by oxidation	Others	None	None	180	170 < days ≤ 240	Spagna2	3.93	33.23	15.17
O360	bile salt	25309.18382	FL1	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	120	days ≤ 170	Bella di Cerignola	4.45	89.53647655	4.78
O360	osmosis	163690.7763	FL1	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	120	days ≤ 170	Bella di Cerignola	4.45	89.53647655	4.78
O360	pH	349356.4261	FL1	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	120	days ≤ 170	Bella di Cerignola	4.45	89.53647655	4.78
O360	temperature	628831.5805	FL1	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	120	days ≤ 170	Bella di Cerignola	4.45	89.53647655	4.78
O361	bile salt	12195.03527	C16	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	4.026	59.82875975	6.065532
O361	osmosis	153615.1872	C16	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	4.026	59.82875975	6.065532
O361	pH	282225.7117	C16	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	4.026	59.82875975	6.065532
O361	temperature	599013.9025	C16	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	None	None	240	170 < days ≤ 240	Zibella olive	4.026	59.82875975	6.065532
O362	bile salt	71082.71017	C20	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.788	61.81587201	3.02736
O362	osmosis	196226.4584	C20	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.788	61.81587201	3.02736
O362	pH	320255.1847	C20	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.788	61.81587201	3.02736
O362	temperature	636477.2285	C20	Itrana	Itrana bianca	Others	Others	Green olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.788	61.81587201	3.02736
O363	bile salt	75766.40315	C14	Peranzana	Peranzana	Others	Others	Black olives	Natural olives	Natural olives	None	None	30	days ≤ 170	Oleificio Bios	4.285	124.6062999	9.104605
O363	osmosis	166043.3946	C14	Peranzana	Peranzana	Others	Others	Black olives	Natural olives	Natural olives	None	None	30	days ≤ 170	Oleificio Bios	4.285	124.6062999	9.104605
O363	pH	295142.2429	C14	Peranzana	Peranzana	Others	Others	Black olives	Natural olives	Natural olives	None	None	30	days ≤ 170	Oleificio Bios	4.285	124.6062999	9.104605
O363	temperature	776702.3553	C14	Peranzana	Peranzana	Others	Others	Black olives	Natural olives	Natural olives	None	None	30	days ≤ 170	Oleificio Bios	4.285	124.6062999	9.104605
O364	bile salt	48975.68718	C25	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	240	170 < days ≤ 240	NA	NA	NA	NA
O364	osmosis	129057.597	C25	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	240	170 < days ≤ 240	NA	NA	NA	NA
O364	pH	315764.0748	C25	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	240	170 < days ≤ 240	NA	NA	NA	NA
O364	temperature	665902.9217	C25	Halkidiki	Halkidiki	Halkidiki	Halkidiki	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	240	170 < days ≤ 240	NA	NA	NA	NA
O365	bile salt	40490.90654	C26	Picual	Picual	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	3.269	125.7216291	9.636195
O365	osmosis	214712.1374	C26	Picual	Picual	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	3.269	125.7216291	9.636195
O365	pH	316358.2025	C26	Picual	Picual	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	3.269	125.7216291	9.636195
O365	temperature	624840.2046	C26	Picual	Picual	Others	Others	Black olives	Natural olives	Natural olives	None	None	240	170 < days ≤ 240	Zibella olive	3.269	125.7216291	9.636195
O366	bile salt	44449.0773	C21	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.203	63.67955209	7.18998
O366	osmosis	154051.7673	C21	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.203	63.67955209	7.18998
O366	pH	355506.3607	C21	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.203	63.67955209	7.18998
O366	temperature	626089.9657	C21	Itrana	Itrana nera	Itrana nera	Itrana nera	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	4.203	63.67955209	7.18998
O367	bile salt	24015.38711	C18II	Aitana	Aitana	Others	Others	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	3.88	68.99696696	11.435492
O367	osmosis	122695.7693	C18II	Aitana	Aitana	Others	Others	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	3.88	68.99696696	11.435492
O367	pH	317332.3222	C18II	Aitana	Aitana	Others	Others	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	3.88	68.99696696	11.435492
O367	temperature	718441.4503	C18II	Aitana	Aitana	Others	Others	Black olives	Natural olives	Natural olives	None	None	365	240 < days ≤ 365	Zibella olive	3.88	68.99696696	11.435492
O368	bile salt	153.4820969	M28	Cacereña	Cacereña	Others	Others	Green olives	Alkali treated olives	Alkali treated olives	None	None	180	170 < days ≤ 240	Spagna2	3.82	55.84	11.7
O368	osmosis	261194.0125	M28	Cacereña	Cacereña	Others	Others	Green olives	Alkali treated olives	Alkali treated olives	None	None	180	170 < days ≤ 240	Spagna2	3.82	55.84	11.7
O368	pH	374770.2004	M28	Cacereña	Cacereña	Others	Others	Green olives	Alkali treated olives	Alkali treated olives	None	None	180	170 < days ≤ 240	Spagna2	3.82	55.84	11.7
O368	temperature	422220.7116	M28	Cacereña	Cacereña	Others	Others	Green olives	Alkali treated olives	Alkali treated olives	None	None	180	170 < days ≤ 240	Spagna2	3.82	55.84	11.7
O37	bile salt	45146.88304	FL2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	120	days ≤ 170	Bella di Cerignola	4.42	101.4845663	4.27
O37	osmosis	116180.6748	FL2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	120	days ≤ 170	Bella di Cerignola	4.42	101.4845663	4.27
O37	pH	250042.4995	FL2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	120	days ≤ 170	Bella di Cerignola	4.42	101.4845663	4.27
O37	temperature	1014360.767	FL2	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	120	days ≤ 170	Bella di Cerignola	4.42	101.4845663	4.27
O39	bile salt	62661.22668	FL4	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	120	days ≤ 170	Bella di Cerignola	4.51	91.30614353	3.69
O39	osmosis	151585.5412	FL4	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	120	days ≤ 170	Bella di Cerignola	4.51	91.30614353	3.69
O39	pH	277877.5004	FL4	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	120	days ≤ 170	Bella di Cerignola	4.51	91.30614353	3.69
O39	temperature	827248.9551	FL4	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	None	None	120	days ≤ 170	Bella di Cerignola	4.51	91.30614353	3.69
O41	bile salt	71696.70885	FL6	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	100	days ≤ 170	Bella di Cerignola	4.04	98.35580562	3.34
O41	osmosis	170061.8796	FL6	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	100	days ≤ 170	Bella di Cerignola	4.04	98.35580562	3.34
O41	pH	340328.9932	FL6	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	100	days ≤ 170	Bella di Cerignola	4.04	98.35580562	3.34
O41	temperature	579298.8212	FL6	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	100	days ≤ 170	Bella di Cerignola	4.04	98.35580562	3.34
O42	bile salt	97743.26125	FL7	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	100	days ≤ 170	Bella di Cerignola	4	88.14547044	2.91
O42	osmosis	176433.7151	FL7	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	100	days ≤ 170	Bella di Cerignola	4	88.14547044	2.91
O42	pH	319301.6284	FL7	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	100	days ≤ 170	Bella di Cerignola	4	88.14547044	2.91
O42	temperature	641136.7327	FL7	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	100	days ≤ 170	Bella di Cerignola	4	88.14547044	2.91
O43	bile salt	95455.08227	FL8	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	100	days ≤ 170	Bella di Cerignola	4.1	104.7128548	3.52
O43	osmosis	190532.3386	FL8	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	100	days ≤ 170	Bella di Cerignola	4.1	104.7128548	3.52
O43	pH	320740.683	FL8	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	100	days ≤ 170	Bella di Cerignola	4.1	104.7128548	3.52
O43	temperature	637474.1706	FL8	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	None	None	100	days ≤ 170	Bella di Cerignola	4.1	104.7128548	3.52
O44	bile salt	2500.91377	FL9	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	365	240 < days ≤ 365	Bella di Cerignola	6.1	94.21064996	1.01
O44	osmosis	85043.87035	FL9	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	365	240 < days ≤ 365	Bella di Cerignola	6.1	94.21064996	1.01
O44	pH	334175.2273	FL9	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	365	240 < days ≤ 365	Bella di Cerignola	6.1	94.21064996	1.01
O44	temperature	428400.8944	FL9	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Green olives	Alkali treated olives	Alkali treated olives	Putrid	None	365	240 < days ≤ 365	Bella di Cerignola	6.1	94.21064996	1.01
O45	bile salt	5385.373566	FL10	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Putrid	None	365	240 < days ≤ 365	Bella di Cerignola	5.46	108.4675923	2.48
O45	osmosis	132774.7548	FL10	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Putrid	None	365	240 < days ≤ 365	Bella di Cerignola	5.46	108.4675923	2.48
O45	pH	311784.9171	FL10	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Putrid	None	365	240 < days ≤ 365	Bella di Cerignola	5.46	108.4675923	2.48
O45	temperature	723592.9085	FL10	Bella di Cerignola	Bella di Daunia	Bella di Daunia	Bella di Daunia	Olives turning color	Natural olives	Natural olives	Putrid	None	365	240 < days ≤ 365	Bella di Cerignola	5.46	108.4675923	2.48
O46	bile salt	9583.363854	LC1	Maiatica di Ferrandina	Oliva infornata di Ferrandina	Others	Others	Black olives	Alkali treated olives	Alkali treated olives	None	None	0	before fermentation	Ferrandina	4.76	12.5	NA
O46	osmosis	89868.89876	LC1	Maiatica di Ferrandina	Oliva infornata di Ferrandina	Others	Others	Black olives	Alkali treated olives	Alkali treated olives	None	None	0	before fermentation	Ferrandina	4.76	12.5	NA
O46	pH	378881.6478	LC1	Maiatica di Ferrandina	Oliva infornata di Ferrandina	Others	Others	Black olives	Alkali treated olives	Alkali treated olives	None	None	0	before fermentation	Ferrandina	4.76	12.5	NA
O46	temperature	520091.5677	LC1	Maiatica di Ferrandina	Oliva infornata di Ferrandina	Others	Others	Black olives	Alkali treated olives	Alkali treated olives	None	None	0	before fermentation	Ferrandina	4.76	12.5	NA
O47	bile salt	33290.71464	LC2	Maiatica di Ferrandina	Oliva infornata di Ferrandina	Others	Others	Black olives	Dehydrated olives	Others	None	None	0	before fermentation	Ferrandina	5.02	65.48	NA
O47	osmosis	177776.7349	LC2	Maiatica di Ferrandina	Oliva infornata di Ferrandina	Others	Others	Black olives	Dehydrated olives	Others	None	None	0	before fermentation	Ferrandina	5.02	65.48	NA
O47	pH	253014.0556	LC2	Maiatica di Ferrandina	Oliva infornata di Ferrandina	Others	Others	Black olives	Dehydrated olives	Others	None	None	0	before fermentation	Ferrandina	5.02	65.48	NA
O47	temperature	879486.5341	LC2	Maiatica di Ferrandina	Oliva infornata di Ferrandina	Others	Others	Black olives	Dehydrated olives	Others	None	None	0	before fermentation	Ferrandina	5.02	65.48	NA
O52B	bile salt	76244.4542	M8	Manzanilla	Manzanilla	Others	Others	Green olives	Natural olives	Natural olives	None	Unknown	180	170 < days ≤ 240	Spagna1	4.03	64.7	6.47718889
O52B	osmosis	137452.1866	M8	Manzanilla	Manzanilla	Others	Others	Green olives	Natural olives	Natural olives	None	Unknown	180	170 < days ≤ 240	Spagna1	4.03	64.7	6.47718889
O52B	pH	350990.6585	M8	Manzanilla	Manzanilla	Others	Others	Green olives	Natural olives	Natural olives	None	Unknown	180	170 < days ≤ 240	Spagna1	4.03	64.7	6.47718889
O52B	temperature	555474.5313	M8	Manzanilla	Manzanilla	Others	Others	Green olives	Natural olives	Natural olives	None	Unknown	180	170 < days ≤ 240	Spagna1	4.03	64.7	6.47718889
O53B	bile salt	3562.998115	M9	Hojiblanca	Hojiblanca	Others	Others	Green olives	Natural olives	Natural olives	None	Unknown	180	170 < days ≤ 240	Spagna1	3.74	74.78	6.90166
O53B	osmosis	19809.49405	M9	Hojiblanca	Hojiblanca	Others	Others	Green olives	Natural olives	Natural olives	None	Unknown	180	170 < days ≤ 240	Spagna1	3.74	74.78	6.90166
O53B	pH	382593.661	M9	Hojiblanca	Hojiblanca	Others	Others	Green olives	Natural olives	Natural olives	None	Unknown	180	170 < days ≤ 240	Spagna1	3.74	74.78	6.90166
O53B	temperature	433332.002	M9	Hojiblanca	Hojiblanca	Others	Others	Green olives	Natural olives	Natural olives	None	Unknown	180	170 < days ≤ 240	Spagna1	3.74	74.78	6.90166
O54B	bile salt	0	M11	Hojiblanca	Hojiblanca	Others	Others	Olives turning color	Olives darkened by oxidation	Others	None	None	180	170 < days ≤ 240	Spagna1	3.68	17.64	26.70564
