x	y	r
904	ethyl-3-methylbutanoate	Salinibacter_ruber	NA
905	Levilactobacillus_namurensis	ethylacetate	-0.26901307624902
906	ethylacetate	Levilactobacillus_namurensis	NA
907	Ligilactobacillus_acidipiscis	ethyl-3-methylbutanoate	-0.268982186253379
908	ethyl-3-methylbutanoate	Ligilactobacillus_acidipiscis	NA
909	Achromobacter_mucicolens	benzyl alcohol	0.268965148082789
910	benzyl alcohol	Achromobacter_mucicolens	NA
911	Salinibacter_ruber	methylpropionate	-0.268866362136222
912	methylpropionate	Salinibacter_ruber	NA
913	Marinilactibacillus_psychrotolerans	1-propanol	-0.268826654102547
914	1-propanol	Marinilactibacillus_psychrotolerans	NA
915	Pichia_membranifaciens_group_1	ethyl lactate	0.26861372013938
916	ethyl lactate	Pichia_membranifaciens_group_1	NA
917	Marinilactibacillus_psychrotolerans	hexanal	-0.268524598899543
918	hexanal	Marinilactibacillus_psychrotolerans	NA
919	Altericroceibacterium_indicum	1-nonanol	-0.268522249681507
920	1-nonanol	Altericroceibacterium_indicum	NA
921	Rhodobacteraceae_bacterium	2,3-butanediol	-0.268336019743765
922	2,3-butanediol	Rhodobacteraceae_bacterium	NA
923	Achromobacter_mucicolens	ethanol	0.268135156527374
924	ethanol	Achromobacter_mucicolens	NA
925	Halomonas_boliviensis	1-butanol	-0.268030196575058
926	1-butanol	Halomonas_boliviensis	NA
927	Alkalibacterium_olivapovliticus	propanoic acid	-0.267957477510248
928	propanoic acid	Alkalibacterium_olivapovliticus	NA
929	Leuconostoc_mesenteroides	isovaleric acid	0.267900734186794
930	isovaleric acid	Leuconostoc_mesenteroides	NA
931	Ancrocorticia_populi	ethyl lactate	-0.267873788693117
932	ethyl lactate	Ancrocorticia_populi	NA
933	Lelliottia_amnigena	ethylacetate	0.267666649799741
934	ethylacetate	Lelliottia_amnigena	NA
935	Halomonas_sp_FME20	2-methyl-1-propanol	-0.267642712507098
936	2-methyl-1-propanol	Halomonas_sp_FME20	NA
937	Alcanivorax_gelatiniphagus	isoamylalcohol	-0.267465621829075
938	isoamylalcohol	Alcanivorax_gelatiniphagus	NA
939	Methylophaga_sulfidovorans	ethanol	-0.267453006224813
940	ethanol	Methylophaga_sulfidovorans	NA
941	Pediococcus_parvulus	benzylacetate	0.267397294161158
942	benzylacetate	Pediococcus_parvulus	NA
943	Marinilactibacillus_piezotolerans	cis-3-hexenylacetate	-0.267236271035864
944	cis-3-hexenylacetate	Marinilactibacillus_piezotolerans	NA
945	Alkalibacterium_olivapovliticus	1-butanol	-0.267026555506603
946	1-butanol	Alkalibacterium_olivapovliticus	NA
947	Alkalibacterium_thalassium	ethyloctanoate	-0.266905315850249
948	ethyloctanoate	Alkalibacterium_thalassium	NA
949	Mycolicibacterium_llatzerense	methyloctanoate	-0.266895596453328
950	methyloctanoate	Mycolicibacterium_llatzerense	NA
951	Halomonas_zhanjiangensis	ethyl-3-methylbutanoate	-0.266803489084327
952	ethyl-3-methylbutanoate	Halomonas_zhanjiangensis	NA
953	Lentilactobacillus_kisonensis	isoamylacetate	0.266649045161708
954	isoamylacetate	Lentilactobacillus_kisonensis	NA
955	Pediococcus_ethanolidurans	1-nonanol	-0.266499351574554
956	1-nonanol	Pediococcus_ethanolidurans	NA
957	Halomonas_boliviensis	ethyloctanoate	-0.266357361398265
958	ethyloctanoate	Halomonas_boliviensis	NA
959	Shewanella_sp_C32	2-phenylethanol	-0.266190611566928
960	2-phenylethanol	Shewanella_sp_C32	NA
961	Alkalibacterium_pelagium	1-hexanol	-0.266095905547845
962	1-hexanol	Alkalibacterium_pelagium	NA
963	Levilactobacillus_namurensis	1-butanol	-0.266088618074739
964	1-butanol	Levilactobacillus_namurensis	NA
965	Lentilactobacillus_buchneri	ethyl lactate	0.265721592411875
966	ethyl lactate	Lentilactobacillus_buchneri	NA
967	Pediococcus_ethanolidurans	methylacetate	-0.265676501305661
968	methylacetate	Pediococcus_ethanolidurans	NA
969	Paucilactobacillus_vaccinostercus	3-pentanol	-0.265431842076839
970	3-pentanol	Paucilactobacillus_vaccinostercus	NA
971	Loigolactobacillus_coryniformis	ethylphenol	0.265421475232969
972	ethylphenol	Loigolactobacillus_coryniformis	NA
973	Alkalibacterium_thalassium	acetic acid	-0.265358386038595
974	acetic acid	Alkalibacterium_thalassium	NA
975	Ancrocorticia_populi	trans-2-hepten-1-ol	-0.265333199982565
976	trans-2-hepten-1-ol	Ancrocorticia_populi	NA
977	Altericroceibacterium_indicum	ethylhexanoate	-0.265332069011255
978	ethylhexanoate	Altericroceibacterium_indicum	NA
979	Halolactibacillus_alkaliphilus	2-methyl-1-propanol	-0.265310331310395
980	2-methyl-1-propanol	Halolactibacillus_alkaliphilus	NA
981	Pediococcus_parvulus	ethyl-2-methylbutanoate	0.265188603391773
982	ethyl-2-methylbutanoate	Pediococcus_parvulus	NA
983	Achromobacter_mucicolens	ethyl lactate	0.265038649570632
984	ethyl lactate	Achromobacter_mucicolens	NA
985	Leuconostoc_suionicum	2,3-butanediol	0.264925336068821
986	2,3-butanediol	Leuconostoc_suionicum	NA
987	Lentilactobacillus_kisonensis	ethylhexanoate	0.264772268365526
988	ethylhexanoate	Lentilactobacillus_kisonensis	NA
989	Candida_boidinii_group_1	4-methoxyphenol	-0.264592193629946
990	4-methoxyphenol	Candida_boidinii_group_1	NA
991	Lentilactobacillus_rapi	2,3-butanediol	0.264553886899437
992	2,3-butanediol	Lentilactobacillus_rapi	NA
993	Agrobacterium_tomkonis	2,3-butanediol	-0.264548573392543
994	2,3-butanediol	Agrobacterium_tomkonis	NA
995	Halomonas_boliviensis	ethyl lactate	-0.264509796435841
996	ethyl lactate	Halomonas_boliviensis	NA
997	Leucobacter_sp_Psy1	2-methyl-1-propanol	-0.264331821071503
998	2-methyl-1-propanol	Leucobacter_sp_Psy1	NA
999	Alkalibacterium_olivapovliticus	hexanoic acid	-0.264231474983849
1000	hexanoic acid	Alkalibacterium_olivapovliticus	NA
1001	Martelella_mediterranea	benzyl alcohol	-0.264074672457358
1002	benzyl alcohol	Martelella_mediterranea	NA
1003	Halomonas_boliviensis	1-nonanol	-0.264030692158589
1004	1-nonanol	Halomonas_boliviensis	NA
1005	Secundilactobacillus_collinoides	4-methoxyphenol	0.263688712168085
1006	4-methoxyphenol	Secundilactobacillus_collinoides	NA
1007	Salinicola_lusitanus	3-pentanol	-0.263631259558371
1008	3-pentanol	Salinicola_lusitanus	NA
1009	Leuconostoc_mesenteroides	ethylhexanoate	0.263616300647169
1010	ethylhexanoate	Leuconostoc_mesenteroides	NA
1011	Pichia_membranifaciens_group_1	ethylbutanoate	0.263584964632745
1012	ethylbutanoate	Pichia_membranifaciens_group_1	NA
1013	Shewanella_dokdonensis	2,3-butanediol	-0.263153773214633
1014	2,3-butanediol	Shewanella_dokdonensis	NA
1015	Halomonas_boliviensis	ethyl-2-methylbutanoate	-0.263125183890441
1016	ethyl-2-methylbutanoate	Halomonas_boliviensis	NA
1017	Marinilactibacillus_psychrotolerans	octanal	-0.263098468505221
1018	octanal	Marinilactibacillus_psychrotolerans	NA
1019	Salinicola_lusitanus	octanal	-0.26296896797627
1020	octanal	Salinicola_lusitanus	NA
1021	Levilactobacillus_namurensis	2-butanone	-0.262880174247385
1022	2-butanone	Levilactobacillus_namurensis	NA
1023	Lelliottia_amnigena	benzylacetate	0.262852121071252
1024	benzylacetate	Lelliottia_amnigena	NA
1025	Achromobacter_mucicolens	2-phenylethanol	0.262835979673568
1026	2-phenylethanol	Achromobacter_mucicolens	NA
1027	Mesonia_oceanica	3-pentanol	-0.262769880872859
1028	3-pentanol	Mesonia_oceanica	NA
1029	Halolactibacillus_alkaliphilus	methylacetate	-0.262732489585981
1030	methylacetate	Halolactibacillus_alkaliphilus	NA
1031	Halomonas_boliviensis	2-pentanol	-0.262723967545303
1032	2-pentanol	Halomonas_boliviensis	NA
1033	Aerococcus_urinaeequi	isoamylalcohol	-0.262703230015629
1034	isoamylalcohol	Aerococcus_urinaeequi	NA
1035	Idiomarina_loihiensis	octanal	-0.262679929479363
1036	octanal	Idiomarina_loihiensis	NA
1037	Altericroceibacterium_endophyticum	benzyl alcohol	-0.262528102815628
1038	benzyl alcohol	Altericroceibacterium_endophyticum	NA
1039	Altericroceibacterium_indicum	ethyl lactate	-0.262499746211639
1040	ethyl lactate	Altericroceibacterium_indicum	NA
1041	Lentilactobacillus_buchneri	isobutyric acid	0.26249707648083
1042	isobutyric acid	Lentilactobacillus_buchneri	NA
1043	Achromobacter_mucicolens	ethylhexanoate	0.262467660675664
1044	ethylhexanoate	Achromobacter_mucicolens	NA
1045	Halomonas_boliviensis	ethylacetate	-0.262199439903243
1046	ethylacetate	Halomonas_boliviensis	NA
1047	Idiomarina_loihiensis	ethylhexanoate	-0.262132661603071
1048	ethylhexanoate	Idiomarina_loihiensis	NA
1049	Aerococcus_urinaeequi	isovaleric acid	-0.261946690096078
1050	isovaleric acid	Aerococcus_urinaeequi	NA
1051	Ancrocorticia_populi	ethylhexanoate	-0.2619436701262
1052	ethylhexanoate	Ancrocorticia_populi	NA
1053	Pichia_kudriavzevii	1-nonanol	-0.261862584481021
1054	1-nonanol	Pichia_kudriavzevii	NA
1055	Acidipropionibacterium_acidipropionici	3-pentanol	-0.261331424457619
1056	3-pentanol	Acidipropionibacterium_acidipropionici	NA
1057	Erwinia_billingiae	phenol	0.261325036794012
1058	phenol	Erwinia_billingiae	NA
1059	Aerococcus_urinaeequi	hexanoic acid	-0.261077822281692
1060	hexanoic acid	Aerococcus_urinaeequi	NA
1061	Leuconostoc_suionicum	cis-3-hexenylacetate	0.261003825369635
1062	cis-3-hexenylacetate	Leuconostoc_suionicum	NA
1063	Idiomarina_loihiensis	2-methyl-1-propanol	-0.260892837420178
1064	2-methyl-1-propanol	Idiomarina_loihiensis	NA
1065	Levilactobacillus_senmaizukei	2-pentanol	-0.260885768481507
1066	2-pentanol	Levilactobacillus_senmaizukei	NA
1067	Salinibacter_ruber	ethanol	-0.260826100499094
1068	ethanol	Salinibacter_ruber	NA
1069	Pichia_manshurica	ethyl-3-methylbutanoate	0.260621652603658
1070	ethyl-3-methylbutanoate	Pichia_manshurica	NA
1071	Paucilactobacillus_vaccinostercus	4-methoxyphenol	-0.260511316132708
1072	4-methoxyphenol	Paucilactobacillus_vaccinostercus	NA
1073	Lelliottia_amnigena	benzyl alcohol	0.260254022236248
1074	benzyl alcohol	Lelliottia_amnigena	NA
1075	Lelliottia_amnigena	ethyloctanoate	0.260138658058819
1076	ethyloctanoate	Lelliottia_amnigena	NA
1077	Mesonia_hippocampi	octanal	-0.260071902433559
1078	octanal	Mesonia_hippocampi	NA
1079	Zunongwangia_profunda	1-nonanol	-0.259753667389312
1080	1-nonanol	Zunongwangia_profunda	NA
1081	Pichia_membranifaciens_group_1	propanoic acid	0.259722480408961
1082	propanoic acid	Pichia_membranifaciens_group_1	NA
1083	Haloquadratum_walsbyi	1-butanol	-0.259658932187367
1084	1-butanol	Haloquadratum_walsbyi	NA
1085	Sporolactobacillus_nakayamae	ethylhexanoate	-0.25959624358685
1086	ethylhexanoate	Sporolactobacillus_nakayamae	NA
1087	Salinicola_salarius	ethyl-3-methylbutanoate	-0.259539310835025
1088	ethyl-3-methylbutanoate	Salinicola_salarius	NA
1089	Levilactobacillus_senmaizukei	2-methyl-1-propanol	-0.259409060309665
1090	2-methyl-1-propanol	Levilactobacillus_senmaizukei	NA
1091	Marinilactibacillus_piezotolerans	phenol	-0.259325075711518
1092	phenol	Marinilactibacillus_piezotolerans	NA
1093	Salinibacter_ruber	cis-3-hexen-1-ol	-0.259185659159752
1094	cis-3-hexen-1-ol	Salinibacter_ruber	NA
1095	Paucilactobacillus_vaccinostercus	isoamylacetate	-0.258889129911624
1096	isoamylacetate	Paucilactobacillus_vaccinostercus	NA
1097	Arcobacter_sp_CECT_8985	4-methoxyphenol	-0.258759836039549
1098	4-methoxyphenol	Arcobacter_sp_CECT_8985	NA
1099	Lelliottia_amnigena	ethyl lactate	0.258699313833417
1100	ethyl lactate	Lelliottia_amnigena	NA
1101	Marinilactibacillus_piezotolerans	propanoic acid	-0.258597331253956
1102	propanoic acid	Marinilactibacillus_piezotolerans	NA
1103	Haloquadratum_walsbyi	ethyl-3-methylbutanoate	-0.258515689327645
1104	ethyl-3-methylbutanoate	Haloquadratum_walsbyi	NA
1105	Haloquadratum_walsbyi	ethanol	-0.258465702197497
1106	ethanol	Haloquadratum_walsbyi	NA
1107	Halomonas_hibernica	1-butanol	-0.258427579945391
1108	1-butanol	Halomonas_hibernica	NA
1109	Altericroceibacterium_indicum	isoamylacetate	-0.258416366648222
1110	isoamylacetate	Altericroceibacterium_indicum	NA
1111	Vibrio_sp_H11	ethylacetate	-0.258308072578286
1112	ethylacetate	Vibrio_sp_H11	NA
1113	Actinomyces_SGB33761	hexanal	-0.258248194603857
1114	hexanal	Actinomyces_SGB33761	NA
1115	Mesonia_oceanica	ethylphenol	0.258148635555368
1116	ethylphenol	Mesonia_oceanica	NA
1117	Lentilactobacillus_parafarraginis	benzylacetate	0.258019535373533
1118	benzylacetate	Lentilactobacillus_parafarraginis	NA
1119	Pediococcus_ethanolidurans	benzylacetate	-0.257981145386377
1120	benzylacetate	Pediococcus_ethanolidurans	NA
1121	Mesonia_oceanica	2-methyl-1-propanol	-0.257873091768757
1122	2-methyl-1-propanol	Mesonia_oceanica	NA
1123	Altericroceibacterium_indicum	hexanal	-0.257771707144823
1124	hexanal	Altericroceibacterium_indicum	NA
1125	Marinilactibacillus_piezotolerans	3-pentanol	-0.257703211190983
1126	3-pentanol	Marinilactibacillus_piezotolerans	NA
1127	Lentilactobacillus_parafarraginis	benzyl alcohol	0.257667433589973
1128	benzyl alcohol	Lentilactobacillus_parafarraginis	NA
1129	Alkalibacterium_thalassium	benzylacetate	-0.25759306691627
1130	benzylacetate	Alkalibacterium_thalassium	NA
1131	Halomonas_sp_FME20	ethanol	-0.257186893595341
1132	ethanol	Halomonas_sp_FME20	NA
1133	Lelliottia_amnigena	2-butanol	0.257158486755613
1134	2-butanol	Lelliottia_amnigena	NA
1135	Secundilactobacillus_collinoides	ethylbutanoate	0.257012151782984
1136	ethylbutanoate	Secundilactobacillus_collinoides	NA
1137	Alkalibacterium_olivapovliticus	2-methyl-1-propanol	-0.256994914455649
1138	2-methyl-1-propanol	Alkalibacterium_olivapovliticus	NA
1139	Ancrocorticia_populi	ethylcinnamate	-0.25697285728846
1140	ethylcinnamate	Ancrocorticia_populi	NA
1141	Lentilactobacillus_rapi	ethylhydroxycinnamate	0.256864719968015
1142	ethylhydroxycinnamate	Lentilactobacillus_rapi	NA
1143	Paucilactobacillus_wasatchensis	methylpropionate	0.256846112885012
1144	methylpropionate	Paucilactobacillus_wasatchensis	NA
1145	Enterococcus_sp_RIT_PI_f	octanal	-0.256637415353564
1146	octanal	Enterococcus_sp_RIT_PI_f	NA
1147	Halomonas_hibernica	4-methoxyphenol	-0.256577592028187
1148	4-methoxyphenol	Halomonas_hibernica	NA
1149	Mesonia_oceanica	α-farnesene	-0.256576120400694
1150	α-farnesene	Mesonia_oceanica	NA
1151	Debaryomyces_hansenii_group_1	α-farnesene	-0.256469739942575
1152	α-farnesene	Debaryomyces_hansenii_group_1	NA
1153	Acidipropionibacterium_acidipropionici	2-butanol	-0.256418379195953
1154	2-butanol	Acidipropionibacterium_acidipropionici	NA
1155	Lelliottia_amnigena	ethyl-2-methylbutanoate	0.256236158238935
1156	ethyl-2-methylbutanoate	Lelliottia_amnigena	NA
1157	Altericroceibacterium_indicum	ethyl-3-methylbutanoate	-0.256136154626566
1158	ethyl-3-methylbutanoate	Altericroceibacterium_indicum	NA
1159	Lentilactobacillus_rapi	α-farnesene	0.256111368828425
1160	α-farnesene	Lentilactobacillus_rapi	NA
1161	Candida_boidinii_group_1	propanoic acid	-0.256053730294604
1162	propanoic acid	Candida_boidinii_group_1	NA
1163	Aerococcus_urinaeequi	methylacetate	-0.256010433733071
1164	methylacetate	Aerococcus_urinaeequi	NA
1165	Halomonas_sp_FME20	isoamylalcohol	-0.25573216132824
1166	isoamylalcohol	Halomonas_sp_FME20	NA
1167	Sporolactobacillus_inulinus	ethylhexanoate	-0.255586839787664
1168	ethylhexanoate	Sporolactobacillus_inulinus	NA
1169	Halolactibacillus_alkaliphilus	hexanal	-0.255584124507172
1170	hexanal	Halolactibacillus_alkaliphilus	NA
1171	Brevibacterium_linens	isoamylalcohol	-0.25557518996755
1172	isoamylalcohol	Brevibacterium_linens	NA
1173	Pichia_membranifaciens_group_1	4-methoxyphenol	0.25552439702447
1174	4-methoxyphenol	Pichia_membranifaciens_group_1	NA
1175	Altericroceibacterium_endophyticum	isoamylalcohol	-0.255442012730872
1176	isoamylalcohol	Altericroceibacterium_endophyticum	NA
1177	Alkalibacterium_thalassium	isobutyric acid	-0.255320111777778
1178	isobutyric acid	Alkalibacterium_thalassium	NA
1179	Levilactobacillus_senmaizukei	ethyl lactate	-0.2552932761443
1180	ethyl lactate	Levilactobacillus_senmaizukei	NA
1181	Halolactibacillus_alkaliphilus	ethyloctanoate	-0.255289102420045
1182	ethyloctanoate	Halolactibacillus_alkaliphilus	NA
1183	Terasakiispira_papahanaumokuakeensis	ethyl lactate	-0.255270287418435
1184	ethyl lactate	Terasakiispira_papahanaumokuakeensis	NA
1185	Terasakiispira_papahanaumokuakeensis	1-nonanol	-0.255268363110232
1186	1-nonanol	Terasakiispira_papahanaumokuakeensis	NA
1187	Alkalibacterium_thalassium	hexanoic acid	-0.25523796373051
1188	hexanoic acid	Alkalibacterium_thalassium	NA
1189	Achromobacter_mucicolens	1-hexanol	0.25519367281332
1190	1-hexanol	Achromobacter_mucicolens	NA
1191	Actinomyces_SGB33761	1-hexanol	-0.255140239613863
1192	1-hexanol	Actinomyces_SGB33761	NA
1193	Lelliottia_amnigena	ethylhydroxycinnamate	0.255119373979951
1194	ethylhydroxycinnamate	Lelliottia_amnigena	NA
1195	Clostridium_sp_E02	2-pentanol	-0.255087792957378
1196	2-pentanol	Clostridium_sp_E02	NA
1197	Malaciobacter_marinus	ethylhexanoate	-0.255055028842031
1198	ethylhexanoate	Malaciobacter_marinus	NA
1199	Achromobacter_mucicolens	ethylhydroxycinnamate	0.255040548233006
1200	ethylhydroxycinnamate	Achromobacter_mucicolens	NA
1201	Salinibacter_ruber	isoamylalcohol	-0.255026687511841
1202	isoamylalcohol	Salinibacter_ruber	NA
1203	Marinilactibacillus_piezotolerans	ethylheptanoate	-0.254941552217906
1204	ethylheptanoate	Marinilactibacillus_piezotolerans	NA
1205	Altericroceibacterium_endophyticum	2-pentanol	-0.254917236135279
1206	2-pentanol	Altericroceibacterium_endophyticum	NA
1207	Pichia_manshurica	isoamylacetate	0.25486820899603
1208	isoamylacetate	Pichia_manshurica	NA
1209	Zunongwangia_profunda	trans-2-hepten-1-ol	-0.254763457998655
1210	trans-2-hepten-1-ol	Zunongwangia_profunda	NA
1211	Alkalibacterium_thalassium	propanoic acid	-0.254624114885029
1212	propanoic acid	Alkalibacterium_thalassium	NA
1213	Rhodobacteraceae_bacterium	trans-2-hepten-1-ol	-0.254613856126478
1214	trans-2-hepten-1-ol	Rhodobacteraceae_bacterium	NA
1215	Pediococcus_parvulus	acetic acid	0.254606646248221
1216	acetic acid	Pediococcus_parvulus	NA
1217	Levilactobacillus_suantsaii	ethyl-3-methylbutanoate	-0.254373439178716
1218	ethyl-3-methylbutanoate	Levilactobacillus_suantsaii	NA
1219	Vibrio_sp_H11	isoamylalcohol	-0.25433240448811
1220	isoamylalcohol	Vibrio_sp_H11	NA
1221	Leuconostoc_mesenteroides	α-farnesene	0.254316913404411
1222	α-farnesene	Leuconostoc_mesenteroides	NA
1223	Shewanella_sp_C32	ethyl-3-methylbutanoate	-0.254274255085986
1224	ethyl-3-methylbutanoate	Shewanella_sp_C32	NA
1225	Malaciobacter_marinus	2-methyl-1-propanol	-0.254223635100111
1226	2-methyl-1-propanol	Malaciobacter_marinus	NA
1227	Salinibacter_ruber	2-phenylethanol	-0.254217297703646
1228	2-phenylethanol	Salinibacter_ruber	NA
1229	Idiomarina_loihiensis	ethanol	-0.254201616704942
1230	ethanol	Idiomarina_loihiensis	NA
1231	Halomonas_boliviensis	methylacetate	-0.25419127167933
1232	methylacetate	Halomonas_boliviensis	NA
1233	Lelliottia_amnigena	1-nonanol	0.254107824437955
1234	1-nonanol	Lelliottia_amnigena	NA
1235	Shewanella_dokdonensis	2-butanol	-0.253922242123437
1236	2-butanol	Shewanella_dokdonensis	NA
1237	Pseudopuniceibacterium_antarcticum	ethanol	-0.253890032823299
1238	ethanol	Pseudopuniceibacterium_antarcticum	NA
1239	Alkalibacterium_thalassium	2-methyl-1-propanol	-0.253858243925519
1240	2-methyl-1-propanol	Alkalibacterium_thalassium	NA
1241	Levilactobacillus_namurensis	benzyl alcohol	-0.253845462342117
1242	benzyl alcohol	Levilactobacillus_namurensis	NA
1243	Arcobacter_sp_CECT_8985	ethyl-2-methylbutanoate	-0.25379689370345
1244	ethyl-2-methylbutanoate	Arcobacter_sp_CECT_8985	NA
1245	Erwinia_rhapontici	cis-3-hexenylacetate	0.253731087134924
1246	cis-3-hexenylacetate	Erwinia_rhapontici	NA
1247	Levilactobacillus_senmaizukei	2,3-butanediol	-0.253519759807293
1248	2,3-butanediol	Levilactobacillus_senmaizukei	NA
1249	Aerococcus_urinaeequi	phenol	-0.253409787086602
1250	phenol	Aerococcus_urinaeequi	NA
1251	Secundilactobacillus_collinoides	methylpropionate	0.253382790569247
1252	methylpropionate	Secundilactobacillus_collinoides	NA
1253	Alcanivorax_gelatiniphagus	ethylphenol	0.25324049173254
1254	ethylphenol	Alcanivorax_gelatiniphagus	NA
1255	actinobacterium_LLX17	ethyl-3-methylbutanoate	-0.253174581358464
1256	ethyl-3-methylbutanoate	actinobacterium_LLX17	NA
1257	Mesonia_oceanica	1-butanol	-0.253137103512837
1258	1-butanol	Mesonia_oceanica	NA
1259	Candida_boidinii_group_1	butanoic acid	-0.253008966616246
1260	butanoic acid	Candida_boidinii_group_1	NA
1261	Paucilactobacillus_suebicus	hexanoic acid	-0.252889472647113
1262	hexanoic acid	Paucilactobacillus_suebicus	NA
1263	Lelliottia_amnigena	methylhexanoate	0.252810519360787
1264	methylhexanoate	Lelliottia_amnigena	NA
1265	Terasakiispira_papahanaumokuakeensis	ethylhexanoate	-0.252746399566887
1266	ethylhexanoate	Terasakiispira_papahanaumokuakeensis	NA
1267	Altericroceibacterium_indicum	ethylheptanoate	-0.252733732828303
1268	ethylheptanoate	Altericroceibacterium_indicum	NA
1269	Altericroceibacterium_endophyticum	methylacetate	-0.252696153230864
1270	methylacetate	Altericroceibacterium_endophyticum	NA
1271	Pediococcus_parvulus	α-terpineol	0.252681987195426
1272	α-terpineol	Pediococcus_parvulus	NA
1273	Achromobacter_mucicolens	propanoic acid	0.252654543499184
1274	propanoic acid	Achromobacter_mucicolens	NA
1275	Arcobacter_sp_F2176	ethanol	-0.252635957621161
1276	ethanol	Arcobacter_sp_F2176	NA
1277	Ancrocorticia_populi	benzyl alcohol	-0.2526195353432
1278	benzyl alcohol	Ancrocorticia_populi	NA
1279	Pichia_membranifaciens_group_1	2-butanol	0.25250030095951
1280	2-butanol	Pichia_membranifaciens_group_1	NA
1281	Leuconostoc_suionicum	cis-2-decenal	0.252067075564513
1282	cis-2-decenal	Leuconostoc_suionicum	NA
1283	Leuconostoc_pseudomesenteroides	cis-3-hexenylacetate	0.252014009740419
1284	cis-3-hexenylacetate	Leuconostoc_pseudomesenteroides	NA
1285	Leuconostoc_mesenteroides	ethylbutanoate	0.251876482322168
1286	ethylbutanoate	Leuconostoc_mesenteroides	NA
1287	Pantoea_agglomerans	nonanoic acid	0.251843485991799
1288	nonanoic acid	Pantoea_agglomerans	NA
1289	Halomonas_boliviensis	ethyl-3-methylbutanoate	-0.25179153830274
1290	ethyl-3-methylbutanoate	Halomonas_boliviensis	NA
1291	Aerococcus_urinaeequi	benzyl alcohol	-0.251666443846611
1292	benzyl alcohol	Aerococcus_urinaeequi	NA
1293	Paraburkholderia_ferrariae	benzaldehyde	0.251650245065293
1294	Paraburkholderia_fungorum	benzaldehyde	0.251650245065293
1295	Microbacterium_laevaniformans	benzaldehyde	0.251650245065293
1296	Burkholderia_sp_4M9327F10	benzaldehyde	0.251650245065293
1297	benzaldehyde	Paraburkholderia_ferrariae	NA
1298	benzaldehyde	Paraburkholderia_fungorum	NA
1299	benzaldehyde	Microbacterium_laevaniformans	NA
1300	benzaldehyde	Burkholderia_sp_4M9327F10	NA
1301	Halomonas_boliviensis	hexanal	-0.251621415236619
1302	hexanal	Halomonas_boliviensis	NA
1303	Halomonas_hibernica	ethylacetate	-0.251323149696246
1304	ethylacetate	Halomonas_hibernica	NA
1305	Marinilactibacillus_piezotolerans	1-hexanol	-0.251278842923001
1306	1-hexanol	Marinilactibacillus_piezotolerans	NA
1307	Shewanella_sp_C32	2-octanone	0.251253093236473
1308	2-octanone	Shewanella_sp_C32	NA
1309	Altericroceibacterium_endophyticum	ethylacetate	-0.251221360793149
1310	ethylacetate	Altericroceibacterium_endophyticum	NA
1311	Enterobacter_huaxiensis	heptanoic acid	0.251121404647266
1312	heptanoic acid	Enterobacter_huaxiensis	NA
1313	Halomonas_campaniensis	ethylphenol	0.251100180376251
1314	ethylphenol	Halomonas_campaniensis	NA
1315	Leuconostoc_mesenteroides	benzylacetate	0.250905981066505
1316	benzylacetate	Leuconostoc_mesenteroides	NA
1317	Lelliottia_amnigena	cis-3-hexenylacetate	0.250770369880596
1318	cis-3-hexenylacetate	Lelliottia_amnigena	NA
1319	Achromobacter_mucicolens	3-pentanol	0.250716290194316
1320	3-pentanol	Achromobacter_mucicolens	NA
1321	Lelliottia_amnigena	ethanol	0.250689789293838
1322	ethanol	Lelliottia_amnigena	NA
1323	Lelliottia_amnigena	isoamylacetate	0.250444157750003
1324	isoamylacetate	Lelliottia_amnigena	NA
1325	Lentilactobacillus_kisonensis	1-hexanol	0.250225829839229
1326	1-hexanol	Lentilactobacillus_kisonensis	NA
1327	Clostridium_sp_E02	β-phenylethylisobutanoate	-0.250167937623353
1328	β-phenylethylisobutanoate	Clostridium_sp_E02	NA
1329	Altericroceibacterium_indicum	2,3-butanediol	-0.249979416087253
1330	2,3-butanediol	Altericroceibacterium_indicum	NA
1331	Ancrocorticia_populi	1-nonanol	-0.249831377534446
1332	1-nonanol	Ancrocorticia_populi	NA
1333	Weissella_soli	ethylhydroxycinnamate	0.249667698928906
1334	ethylhydroxycinnamate	Weissella_soli	NA
1335	Terasakiispira_papahanaumokuakeensis	1-hexanol	-0.249645498492889
1336	1-hexanol	Terasakiispira_papahanaumokuakeensis	NA
1337	Kluyvera_intermedia	phenol	0.249559105864205
1338	phenol	Kluyvera_intermedia	NA
1339	Actinomyces_SGB33761	ethylphenol	0.249510780048161
1340	ethylphenol	Actinomyces_SGB33761	NA
1341	Lentilactobacillus_kisonensis	cis-3-hexenylacetate	0.24944160040903
1342	cis-3-hexenylacetate	Lentilactobacillus_kisonensis	NA
1343	Zunongwangia_profunda	1-butanol	-0.249365296631932
1344	1-butanol	Zunongwangia_profunda	NA
1345	Halomonas_hibernica	ethyl lactate	-0.249289356417559
1346	ethyl lactate	Halomonas_hibernica	NA
1347	Ralstonia_pickettii	2,3-butanediol	-0.249288886098902
1348	2,3-butanediol	Ralstonia_pickettii	NA
1349	Corynebacterium_casei	3-pentanol	-0.249224555063669
1350	3-pentanol	Corynebacterium_casei	NA
1351	Salinicola_endophyticus	octanal	-0.249204342604708
1352	octanal	Salinicola_endophyticus	NA
1353	Levilactobacillus_senmaizukei	1-nonanol	-0.249151100351247
